,username,repo_name,no_of_contributions
13315,agjwong,jupyter-notebook-gist,32
16050,agramesh1,tensorflow,78
18083,agrange,aom,352
9279,agrieve,angle,2
10994,ahal,ActiveData,1
10726,ahal,ActiveData-ETL,1
18398,ahal,active-data-recipes,80
555,ahal,addon-sdk,1
3705,ahal,autophone,1
19198,ahal,bugbug,3
5265,ahal,build-mozharness,78
5483,ahal,build-tools,3
7625,ahal,gecko-dev,1587
12897,ahal,loop,1
12970,ahal,loop-test,1
19840,ahal,perf-automation,1
10717,ahal,structured-catalog,1
12554,ahal,version-control-tools,5
13892,aheil,openhab,94
2891,ahem,djangode,1
14201,ahhentz,kaldi,2
2440,ahicks92,cubeb,12
15667,ahmetkocadogan,activate.mozilla.community,2
14803,aidanhs,sccache,108
16164,aidarbek,redash,5
552,aidin36,addon-sdk,1
14310,aidvu,wp-calypso,16
15390,aij,nixpkgs-mozilla,1
6150,airimovici,treeherder,13
6955,aishraj,MozStumbler,3
14235,aitorme,marytts,50
3676,ajalgaonkar,marketplace-tests,23
1345,ajalgaonkar,moz-grid-config,1
17583,ajay004,mozillaclubs,1
14832,ajmeese7,sccache,2
18409,ajupazhamayil,TUID,127
1561,ajvb,bedrock,2
18509,ajvb,frost,169
12134,ajvb,sops,68
528,ajvincent,addon-sdk,2
13669,akankshanayak2111,release-services,1
18206,akansha2608,firefox-code-coverage-frontend,2
16163,akariv,redash,6
2091,akasantony,mozillians,1
19213,akashgosai,bugbug,1
4522,akatsoulas,airmozilla,1
13334,akatsoulas,cardano,9
9794,akatsoulas,contribute.json,1
17067,akatsoulas,coss,393
12388,akatsoulas,feedthefox,111
2513,akatsoulas,funfactory,1
102,akatsoulas,kitsune,810
19440,akatsoulas,kubernetes-deployment,3
20055,akatsoulas,m-response,28
11062,akatsoulas,marketpulse,93
9480,akatsoulas,mozilla-badges,1
15919,akatsoulas,mozilla-campus-clubs,2
16279,akatsoulas,mozilla-django-oidc,89
2035,akatsoulas,mozillians,1622
2884,akatsoulas,mozillians-tests,1
7516,akatsoulas,mozmoderator,186
5594,akatsoulas,oneanddone,2
15712,akatsoulas,participation-metrics-org,1
15013,akatsoulas,partinfra-jenkins,1
13363,akatsoulas,partinfra-playbooks,6
14381,akatsoulas,partinfra-terraform,3
1022,akatsoulas,playdoh,1
1044,akatsoulas,playdoh-lib,1
3295,akatsoulas,remo,1204
10391,akatsoulas,sugardough,2
20362,akatsoulas,sumo-experiments,31
11934,akatsoulas,wikimo_content,1
12383,akatsoulas,woodstock,92
4602,akavlie,WebGameStub,1
17177,akerbeltz,activity-stream-l10n,9
6835,akerbeltz,commbadge,1
19288,akerbeltz,contain-facebook,9
8621,akerbeltz,fxa-content-server-l10n,59
10533,akerbeltz,loop-client-l10n,6
15499,akerbeltz,outofdate-notifications-system-addon,1
6175,akhileshpillai,treeherder,5
17794,akhilkh2000,notes,2
20161,akhilpanchal,extension-workshop,1
13540,akhilpanchal,web-ext,2
16227,akhilpanchal,webextension-polyfill,1
12577,akihikodaki,version-control-tools,2
11880,akilama,donate.mozilla.org,5
6466,akilama,thimble.mozilla.org,3
16165,akiray03,redash,5
14306,akirk,wp-calypso,21
20455,akkomar,bigquery-etl,16
17084,akkomar,data-docs,23
18763,akkomar,ensemble-transposer,2
19902,akkomar,gcp-ingestion,2
16787,akkomar,mozilla-reports,3
17043,akkomar,moztelemetry,3
17421,akkomar,python_mozetl,11
19106,akkomar,redash-stmo,1
15039,akkomar,telemetry-airflow,69
12813,akkomar,telemetry-batch-view,17
16972,akkomar,telemetry-streaming,48
17675,akmittal,missioncontrol,2
3380,aknow,moz-git-tools,1
557,akrawchyk,addon-sdk,1
14206,akreal,kaldi,2
14530,akshatnitd,api.mozillascience.org,2
15443,akshatnitd,mofo-ui,2
9877,akshatnitd,science.mozilla.org,43
20504,akshay26031996,neqo,9
16020,akshayka,tensorflow,117
16945,akshitac8,inclusion,5
4843,aksian,nunjucks,1
16011,akuegel,tensorflow,134
17808,akymaky,notes,2
4656,ala-ableton,agithub,2
1917,alagopus,rhino,1
15651,alamanda,activate.mozilla.community,5
13833,alamanda,addons-frontend,33
12451,alamanda,addons-linter,8
8374,alamanda,addons-server,147
11838,alamanda,donate.mozilla.org,23
10549,alamanda,loop-client-l10n,3
8295,alamanda,spartacus,1
6453,alamanda,thimble.mozilla.org,4
95,alamanda,zamboni,5
2558,alanbriolat,django-browserid,1
9490,alanmoo,advocacy.mozilla.org,178
14529,alanmoo,api.mozillascience.org,8
1527,alanmoo,bedrock,5
13028,alanmoo,chat.mozillafoundation.org,1
14369,alanmoo,content,1
17303,alanmoo,copyright,9
16091,alanmoo,curriculum-final,4
11843,alanmoo,donate.mozilla.org,18
8097,alanmoo,eoy-fundraising,1
16888,alanmoo,foundation.mozilla.org,146
11076,alanmoo,learning.mozilla.org,61
13613,alanmoo,mofo-bootstrap,20
15444,alanmoo,mofo-ui,1
12628,alanmoo,mozfest-event-app,7
2602,alanmoo,mozillafestival.org,114
14387,alanmoo,mozmaker-templates,3
17279,alanmoo,network-api,43
13370,alanmoo,network-pulse,19
16764,alanmoo,network-pulse-api,44
17022,alanmoo,nsf-challenge,6
1814,alanmoo,openbadges-backpack,1
15902,alanmoo,pontoon-to-json,10
400,alanmoo,popcorn-js,1
9875,alanmoo,science.mozilla.org,152
18956,alanmoo,web-lit-core,4
9712,alanmoo,webmaker-android,7
11256,alanmoo,webmaker-browser,4
11938,alanmoo,webmaker-core,49
9965,alappe,tls-observatory,1
20612,alarmed,fleet,1
2466,alastor0325,cubeb,1
7619,alastor0325,gecko-dev,1661
1999,alberskib,dxr,7
16594,albertopq,haiku-gaia-experiments,1011
20036,albertz,kenlm,1
19393,albertzaharovits,bro,2
9579,albill,foundation-security-advisories,181
2581,albill,quality.mozilla.org,5
2961,alcinnz,repotheweb,23
9816,alcuadrado,masche,103
3065,aldatsa,popcorn-docs,33
401,aldatsa,popcorn-js,1
2301,aleatora,lightbeam,5
12335,alecthomas,SQLite.swift,2
9232,aleino-nv,angle,14
4100,aleksejrs,mozdownload,1
14491,alerque,chat.mozillafoundation.org-desktop,1
5478,aleth,build-tools,7
4387,aleth,releases-comm-central,774
13488,alex,activity-stream,1
17550,alex,authenticator-rs,2
5015,alex,hardhat,1
13670,alex,release-services,1
1086,alex,remoteobjects,1
1562,alex-kattathra-johnson,bedrock,2
14099,alex-kostadinov,smarthome,5
12391,alex-mayorga,feedthefox,1
3804,alex-pl,i18n-abide,1
19819,alexanderlz,PyHive,1
16116,alexanderlz,redash,72
18121,alexandervoronov,aom,6
20414,alexandru-io,raptor-studio,2
6142,alexandru-io,treeherder,19
15292,alexcannan,DeepSpeech,1
3789,alexcrack,i18n-abide,1
14805,alexcrichton,sccache,60
16121,alexdebrie,redash,41
9124,alexdovbysh,qa-mozmill-tests,2
4608,alexdunae,WebGameStub,1
13023,alexgaribay,chat.mozillafoundation.org,2
3724,alexgibson,SocialShare,1
15108,alexgibson,all-aboard,1
1467,alexgibson,bedrock,2663
20482,alexgibson,eslint-config-protocol,14
17943,alexgibson,irlpodcast,7
8006,alexgibson,legal-docs,1
10619,alexgibson,lorax,1
1448,alexgibson,mcom-tests,11
16876,alexgibson,meao,20
13069,alexgibson,mozilla-infobar,2
2059,alexgibson,mozillians,7
12218,alexgibson,mozorg-js-external,2
19063,alexgibson,protocol,87
19638,alexgibson,protocol-assets,9
19428,alexgibson,protocol-sketch-plugin,1
19642,alexgibson,protocol-tokens,17
3300,alexgibson,remo,44
3348,alexgibson,tabzilla,4
17396,alexgibson,trafficcop,6
17701,alexgibson,zilla-slab,10
19128,alexisabarca,policy-templates,1
12348,alexkz,frappe,2
16166,alexmuller,redash,5
4155,alexpop,labs-vcap,1
17994,alexrs,rappor,31
18267,alexrs,rappor-aggregator,1
18221,alexrs,shield-study-rappor,27
10724,alexteoh,ActiveData-ETL,9
15966,alextp,tensorflow,557
15214,alexwarren,positron-electron,2
4610,alexwhitman,WebGameStub,1
6249,alf,check,1
2948,alfredo,mozilla-ignite,208
1033,alfredo,playdoh-lib,2
3953,alfredo,popcorn_maker,253
13865,ali-demirtas,addons-frontend,15
12492,ali-demirtas,addons-linter,2
18678,ali-demirtas,blurts-server,4
17818,ali-demirtas,notes,1
9409,aliamcami,OpenWPM,1
19708,aliamcami,overscripted,1
1966,alibozorgkhan,elasticutils,1
5683,alicoding,MakeAPI,5
9491,alicoding,advocacy.mozilla.org,131
14525,alicoding,api.mozillascience.org,104
8033,alicoding,badgekit-api,1
9628,alicoding,bsd-forms-and-wrappers,25
10900,alicoding,build.webmaker.org,1
10947,alicoding,call.mozilla.org,59
11801,alicoding,donate.mozilla.org,480
8095,alicoding,eoy-fundraising,12
8168,alicoding,events.webmaker.org,21
9897,alicoding,filer-mysql,1
4011,alicoding,friendlycode,2
7073,alicoding,goggles.mozilla.org,85
3790,alicoding,i18n-abide,1
11346,alicoding,id.webmaker.org,106
8076,alicoding,language-mapping-list,44
15868,alicoding,learning-api,12
11075,alicoding,learning.mozilla.org,97
4959,alicoding,login.webmaker.org,80
8799,alicoding,lumberyard,3
6870,alicoding,make-valet,27
8903,alicoding,makedrive,152
8849,alicoding,makerparty,7
8233,alicoding,makerstrap,5
9147,alicoding,nimble.webmaker.org,25
7301,alicoding,node-webmaker-i18n,112
6628,alicoding,node-webmaker-loginapi,2
7295,alicoding,node-webmaker-postalservice,1
7675,alicoding,openbadges-badgekit,1
11547,alicoding,participation-heartbeat,1
12350,alicoding,petitions.mozilla.org,31
6632,alicoding,popcorn.webmaker.org,89
10943,alicoding,react-i18n,3
8806,alicoding,sawmill,7
9880,alicoding,science.mozilla.org,13
3925,alicoding,slowparse,2
11318,alicoding,teach-api,1
6379,alicoding,thimble.mozilla.org,88
7055,alicoding,vtt.js,7
8736,alicoding,web-literacy-client,8
9704,alicoding,webmaker-android,56
8229,alicoding,webmaker-auth-client,3
11254,alicoding,webmaker-browser,9
11939,alicoding,webmaker-core,29
8048,alicoding,webmaker-download-locales,30
6744,alicoding,webmaker-events,7
8180,alicoding,webmaker-events-service,5
9442,alicoding,webmaker-landing-pages,4
8679,alicoding,webmaker-language-picker,73
8052,alicoding,webmaker-locales-mapping-configuration,10
9431,alicoding,webmaker-mailroom,7
8869,alicoding,webmaker-profile-2,6
7411,alicoding,webmaker-profile-service,1
8901,alicoding,webmaker-translation-stats,6
7452,alicoding,webmaker-ui,26
6290,alicoding,webmaker.org,264
14301,alicoding,wp-calypso,29
13138,alijuma,moz-skia,3
20242,alinrus,iris,1
19012,alinrus,iris_firefox,52
12722,alippai,platform-status,1
14251,alishah-ahmed,marytts,1
16126,alison985,redash,28
554,aliuk2012,addon-sdk,1
16593,alivedise,haiku-gaia-experiments,1031
2610,alivenotions,mozillafestival.org,1
663,aljungberg,django-piston,4
13600,allanjude,http-observatory,1
14350,allendav,wp-calypso,3
15973,allenlavoie,tensorflow,382
4900,allstarschh,app-validator,1
16673,allstarschh,haiku-gaia-experiments,86
1671,allstarschh,pdf.js,3
3771,almet,PyBrowserID,31
10601,almet,PyFxA,8
6523,almet,PyHawk,5
3038,almet,PyVEP,4
7371,almet,addon-registration,54
8407,almet,addons-server,47
1253,almet,amo-validator,1
1546,almet,bedrock,3
2552,almet,django-browserid,2
4728,almet,django-memcached-pool,9
5071,almet,etherpad-lite,1
6490,almet,ichnaea,9
12895,almet,loop,1
12968,almet,loop-test,1
3910,almet,make.mozilla.org,1
4726,almet,marketplace-loadtest,23
5733,almet,monolith,4
5792,almet,monolith-aggregator,70
6024,almet,monolith-client,7
6363,almet,mozilla-sphinx-theme,14
5823,almet,mwc,3
5856,almet,picl-server,2
11022,almet,readability,1
4374,almet,solitude,1
12151,almet,sops,3
6334,almet,talkilla,81
11194,almet,webdev,2
40,almet,zamboni,47
12995,almossawi,firefox-code-quality,22
14421,almossawi,firefox-hardware-report,55
7319,almossawi,marketplace-stats,20
8725,almossawi,mrburns,115
9821,almossawi,telemetry-dashboard-prototype,35
2075,almosteverywhere,mozillians,3
14855,alnr,sccache,1
7795,alohaas,nunjucks-docs,3
9252,alokp-chromium,angle,5
10137,alonbl,openvpn,96
16130,alonho,redash,20
4576,alrra,WebGameStub,3
12699,alrra,platform-status,2
5204,alsonkemp,node-db-migrate,4
4437,alta88,releases-comm-central,36
14272,alternatekev,wp-calypso,121
19123,altonius,policy-templates,2
14167,alumae,kaldi,28
14225,alumae,kaldi-gstreamer-server,147
14403,alumae,net-speech-api,3
12152,alvarogzp,sops,3
18810,alvarowolfx,ctf-austin,1
19127,alver-cliqz,policy-templates,1
20135,alvesitalo,glean_parser,1
5048,alx,etherpad-lite,4
12175,alx13,sops,1
6449,amadejhp,thimble.mozilla.org,4
9233,amaiorano,angle,13
10433,amalkrishna,firefox10.org,2
860,amasad,narcissus,1
16179,amasare,redash,4
2316,amberfj,lightbeam,1
1319,amcanadas,unicode-slugify,1
12510,amccausl,addons-linter,1
558,amccreight,addon-sdk,1
3233,amccreight,areweslimyet,6
17553,amccreight,authenticator-rs,1
7592,amccreight,gecko-dev,2461
3240,amccreight,git-bz-moz,68
3358,amccreight,moz-git-tools,41
12260,amccreight,newtab-dev,1391
1653,amccreight,pdf.js,3
14683,amccreight,positron,1617
16377,amccreight,spiderweb,1580
11428,amccreight,universal-search-gecko-dev,1062
13672,amey-kudari,release-services,1
13436,amgrice,ssh_scan,1
15749,amiefairs,leadership-training,2
4101,amilajack,mozdownload,1
2393,amilajack,source-map,1
19670,aminalhazwani,taar-experiment-v2-shield-study,2
18576,aminalhazwani,taar-experiment-v3-shield-study,2
17212,aminone,activity-stream-l10n,4
13862,aminone,addons-frontend,16
11580,amirad,learning-networks,47
12671,amirad,mozilla-club-guides,2
17581,amirad,mozillaclubs,3
15732,amirad,womenandweb,28
1185,amire80,pontoon,1
10100,amire80,pontoon-intro,3
16652,amirnissim,haiku-gaia-experiments,184
16111,amirnissim,redash,201
227,amitavmohanty01,mozregression,1
1856,amitverma12,Addon-Tests,3
2913,amitverma12,Affiliates-Tests,1
11058,amitverma12,fxapom,1
2169,amitverma12,qmo-tests,1
8521,amitverma12,webmaker-tests,22
9882,amjadm61,science.mozilla.org,9
9127,amodnn,qa-mozmill-tests,1
9408,amoghbl1,OpenWPM,1
16752,amolk,moz-sql-parser,3
3654,amscotti,browserid-cookbook,2
5043,amtep,etherpad-lite,7
14953,amtj,tofino-electron,7
1514,amuntner,bedrock,9
13599,amuntner,http-observatory,1
14759,amuntner,http-observatory-cli,1
8541,amuntner,marketplace-docs,1
9808,amuntner,seasponge,1
11928,amuntner,wikimo_content,1
4799,amyboyd,nunjucks,5
1477,amychurchwell,bedrock,167
19067,amychurchwell,protocol,20
9242,amyliu01,angle,8
8830,amyrrich,build-relengapi,2
5431,amyrrich,build-talos,1
5472,amyrrich,build-tools,12
13652,amyrrich,release-services,2
1449,ana-yankova,mcom-tests,11
6235,ana-yankova,remo-tests,11
15120,anaisbetts,positron-electron,170
14905,anaisbetts,tofino-electron,207
18906,anand-371,TTS,2
19080,anand-371,protocol,1
450,anandsoni11,mozmill,1
9128,anandsoni11,qa-mozmill-tests,1
1179,anandthakker,pontoon,2
17993,ananthr,rappor,55
7277,ananthulasrikar,ouija,4
1227,anantn,apps.mozillalabs.com,24
910,anantn,f1,9
2785,anantn,icongrid,10
3915,anantn,id-specs,1
3878,anantn,mozilla-demo-social-service,3
677,anantn,openwebapps,228
1330,anantn,openwebapps-flickr-connector,1
741,anantn,people,2
701,anantn,personas,1
4944,anantn,r2d2b2g,2
851,anantn,rainbow,108
2934,anantn,sauropod,20
1734,anantn,server-share,9
5527,anantn,socialapi-demo,44
2840,anantn,soup,9
745,anantn,weave-backup,118
717,anantn,weave-identity,121
697,anantn,weaveserver-obsolote,16
764,anantn,weaveserver-openid,14
763,anantn,weaveweb,3
3877,anantn,webapps-spec,19
3875,anantn,webrtc-demo,6
5536,anantn,webrtc-landing,17
3962,anantn,webrtc-w3c,16
13434,anantshri,ssh_scan,1
509,anaran,addon-sdk,5
7833,anaran,pretty-fast,5
12656,anaran,serviceworker-cookbook,1
18045,anarchpenguin,audioipc-2,1
13588,anarute,universal-search,1
1930,anatawa12,rhino,1
12042,anatol,git-repo,1
7591,anba,gecko-dev,2702
1879,anba,rhino,96
12169,ancat,sops,2
11233,andelo,swift-json,3
13399,andershammar1,jupyter-spark,1
15003,andersonvom,neo,2
15411,anderspapitto,nixpkgs-mozilla,1
15234,andi4191,DeepSpeech,16
10135,andj,openvpn,129
4133,andl,labs-vcap,6
4173,andl,labs-vcap-services,64
4210,andl,labs-vcap-tests,5
9360,andorp,changelog,1
8200,andreas-marschke,grunt-i18n-abide,2
17527,andreas56,libdmg-hfsplus,2
18834,andreasbovens,geckoview,2
1652,andreasbovens,pdf.js,3
8932,andreasgal,charts,5
16648,andreasgal,haiku-gaia-experiments,198
9374,andreasgal,moz2d,3
1595,andreasgal,pdf.js,456
9635,andreasgal,pluotsorbet,730
3157,andreasgal,shumway,7
7050,andreasgal,vtt.js,50
19820,andreaslang,PyHive,1
18042,andreastt,audioipc-2,1
7604,andreastt,gecko-dev,2106
10268,andreastt,geckodriver,191
3371,andreastt,moz-git-tools,1
10893,andreastt,webdriver-rust,1
12695,andreea93m,platform-status,4
434,andreeamatei,mozmill,5
4072,andreeamatei,mozmill-automation,1
3185,andreeamatei,mozmill-ci,7
9106,andreeamatei,qa-mozmill-tests,99
17599,andrefs,http-server,1
4103,andreheringer,mozdownload,1
5068,andrehjr,etherpad-lite,2
11009,andrei-ch,readability,4
18723,andreicristianpetcu,FirefoxColor,5
619,andreieftimie,mozmill-dashboard,1
15241,andrenatal,DeepSpeech,9
19942,andrenatal,androidspeech,21
12014,andrenatal,g2p,29
15715,andrenatal,git-auto-updater,1
19261,andrenatal,gspeech,13
14474,andrenatal,mozspeechcollect,23
14478,andrenatal,mozspeechcollect-srv,21
15015,andrenatal,murmur,18
19737,andrenatal,offline-kws-stt-intent-parsing-android,4
13990,andrenatal,openhab-core,1
14356,andrenatal,pocketsphinx,54
15078,andrenatal,pocketsphinx-gtk,35
14088,andrenatal,smarthome,14
18352,andrenatal,speaktome-web,19
17478,andrenatal,speech-proxy,74
14355,andrenatal,sphinxbase,12
15053,andrenatal,telemetry-airflow,2
11953,andrenatal,vaani,14
15416,andrenatal,vaani.client,150
15425,andrenatal,vaani.server,2
15547,andrenatal,vaani.setup,3
17236,andrenatal,voicebank-android,1
17234,andrenatal,voicebank-ios,55
17486,andrenatal,voicefill,101
15720,andrenatal,wakeword,4
17630,andrenatal,webrtcvad_js,13
11005,andreskrey,readability,16
1815,andrew-eng,openbadges-backpack,1
15983,andrewharp,tensorflow,259
6050,andrewhayward,CSOL-site,348
7451,andrewhayward,aestimia-client,20
8028,andrewhayward,badgekit-api,58
8100,andrewhayward,badgekit-api-client,58
9373,andrewhayward,badgekit-api-python-client,13
6084,andrewhayward,badges.mozilla.org,1
7663,andrewhayward,badges.mozillafestival.org,9
1515,andrewhayward,bedrock,9
4731,andrewhayward,content-2012.mozillafestival.org,113
9315,andrewhayward,django-badge-studio,1
5212,andrewhayward,gameon,54
17640,andrewhayward,lightbeam-we,1
3897,andrewhayward,make.mozilla.org,473
9461,andrewhayward,mozilla-badges,64
5820,andrewhayward,mwc,9
4794,andrewhayward,nunjucks,6
5124,andrewhayward,openbadger,3
1796,andrewhayward,openbadges-backpack,28
7668,andrewhayward,openbadges-badgekit,48
7536,andrewhayward,openbadges-badges,31
7448,andrewhayward,openbadges-cem,9
3758,andrewhayward,openbadges.org,24
4745,andrewholgate,html5-lint,1
19129,andrewjharms,policy-templates,1
8486,andrewkrug,MozDef,191
19629,andrewkrug,guardDuty2MozDef,4
20220,andrewkrug,guardduty-multi-account-manager,17
18378,andrewkrug,iraas,1
19439,andrewkrug,kubernetes-deployment,10
5616,andrewkrug,security,3
12213,andrewkrug,service-map,4
20216,andrewkrug,ssm-acquire,13
17454,andrewkrug,tag2cert,2
11925,andrewkrug,wikimo_content,2
4580,andrewle,WebGameStub,2
20144,andrewtruongmoz,extension-workshop,16
20076,andris9,jsxgettext,1
15610,andy-moz,activate.mozilla.community,54
17148,andy-moz,activity-stream-l10n,19
13789,andy-moz,addons-frontend,152
12437,andy-moz,addons-linter,12
8346,andy-moz,addons-server,312
9511,andy-moz,advocacy.mozilla.org,9
19598,andy-moz,blurts-addon,1
18606,andy-moz,blurts-server,84
6817,andy-moz,commbadge,4
19286,andy-moz,contain-facebook,10
17304,andy-moz,copyright,9
9755,andy-moz,discoplace,2
11813,andy-moz,donate.mozilla.org,61
5921,andy-moz,fireplace,45
8577,andy-moz,fxa-content-server-l10n,179
11088,andy-moz,learning.mozilla.org,18
10506,andy-moz,loop-client-l10n,18
7338,andy-moz,marketplace-stats,7
17737,andy-moz,notes,20
15478,andy-moz,outofdate-notifications-system-addon,1
11984,andy-moz,payments-l10n,1
6913,andy-moz,rocketfuel,1
17861,andy-moz,send,21
8257,andy-moz,spartacus,10
6382,andy-moz,thimble.mozilla.org,65
5186,andy-moz,webpay,2
9051,andy-moz,yogafire,1
34,andy-moz,zamboni,53
7499,andy-moz,zippy,1
17991,andychu,rappor,293
17691,andyfleming,mozaik-amo-dashboard,1
4172,andyl,labs-vcap,1
14036,andylintner,openhab2-addons,3
3791,andylolz,i18n-abide,1
11268,andymckay-limited-access,payments,2
11540,andymckay-limited-access,payments-env,2
11983,andymckay-limited-access,payments-l10n,1
18990,andymikulski,delivery-console,80
18230,andymikulski,delivery-dashboard,3
13220,andymikulski,normandy,44
4197,andypiper,labs-vcap-uaa,1
18364,andyps,webxr-polyfill,7
1569,anentropic,django-session-csrf,4
16033,angerson,tensorflow,94
20616,angrylogic,fleet,1
14864,anholt,sccache,1
20149,ani-sha,extension-workshop,3
20039,anih,kenlm,1
18726,aniketkudale,FirefoxColor,2
13533,aniketkudale,web-ext,3
16904,anilkanji,foundation.mozilla.org,1
6976,aniruddha-adhikary,MozStumbler,1
1165,aniruddha2000,pontoon,6
6957,anishgkanchan,MozStumbler,2
18679,anishsheela,blurts-server,4
10432,anistuhin,firefox10.org,3
4524,anjalymehla,airmozilla,1
18732,ankiiitraj,FirefoxColor,1
9395,ankushduacodes,OpenWPM,9
20159,ankushduacodes,extension-workshop,2
11020,ankushduacodes,readability,2
13538,ankushduacodes,web-ext,3
9129,ankushk,qa-mozmill-tests,1
18968,anlutro,docker-test-mozilla-django-oidc,1
16284,anlutro,mozilla-django-oidc,5
18951,anmechung,web-lit-core,371
2004,anmoljagetia,dxr,4
15752,annakrystalli,leadership-training,1
15972,annarev,tensorflow,406
367,annasob,popcorn-js,299
18318,annevk,standards-positions,38
17650,annevk,www.ccadb.org,2
13489,annygakh,activity-stream,1
19530,annygakh,application-services,1
11779,annygakh,fxa,1
3618,anoopvalluthadam,relman-auto-nag,44
12491,anotherglitchinthematrix,addons-linter,2
4143,anotherjesse,labs-vcap,3
18461,anthonyburchell,hubs,1
6763,antlam,fifiback,5
288,antoineleclair,bleach,1
15187,antoinepairet,positron-electron,3
1186,anton-yurchenko,pontoon,1
